text,Sentiment,Project_Status
"['_ _ Sh310bn _ complete _ _: NAIROBI, _ June 10 - The _ has set aside … _: / / t. _ / 2bybgVKlqN']",1,0
"['Govt _ Sh310bn _ _ infrastructural projects: NAIROBI, _ June 10 - The _ _ set _ … _: / / t. _ / 2bybgVKlqN']",1,0
"[""One of Chair Uhuru Kenyatta ' mho mega projects, the Nairobi Expressway, withdraw shape daylight by day hypertext transfer protocol: / / deoxythymidine monophosphate. conscientious objector / ebz4wLy1cH""]",1,0
['@ _ @ _ @ _ @ StateHouseKenya # _ the _ Got a _ from HE _ _ https: / / t. _ / LcKCZflqiz'],1,0
['_ of the projects launched _ mentioned during _ Madaraka period are owned _ or meant to serve Kisumu county _ _: / / _. _ / _'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from helium t … https: / / tonne. colorado / LcKCZflqiz'],1,0
['None of the labor launched or mentioned during the Madaraka period are possess by oregon meant to serve Kisumu county … https: / / t. cobalt / JhYrJKa3Jz'],0,0
"[""Peerless of President Uhuru Kenyatta ' s mega projection, the Nairobi Expressway, have shape solar day by solar day http: / / tetraiodothyronine. carbon monoxide / ebz4wLy1cH""]",1,0
['None of the projects establish beaver state mentioned during the Madaraka period are own by operating theatre meant to serve Kisumu county … hypertext transfer protocol: / / t. co / JhYrJKa3Jz'],0,0
['None of the projects set up beaver state mentioned during the Madaraka flow be have by or entail to serve Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta ’ s surrogate be busy go around the country establish projects in an exertion that was largely seen as … http: / / t. co / s7HjfPpzbv'],0,0
['None of the projects launch or mentioned during the Madaraka period cost owned by or meant to serve Kisumu county … https: / / triiodothyronine. co / JhYrJKa3Jz'],0,0
"[""ODM Leader Raila Odinga ' s project launch on madaraka day non a fevour just in conjunction of 2013 on counties contri … https: / / t. carbon monoxide gas / 3HV17xUeTU""]",1,0
['None of the labor launched operating room refer during the Madaraka menses are owned by beaver state meant to dish up Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta ’ s deputy sheriff be busybodied going around the country launching projects in an effort that was largely see as … hypertext transfer protocol: / / metric ton. atomic number 27 / s7HjfPpzbv'],0,0
['None of the projects launched or _ during _ _ period are owned _ or _ to serve Kisumu _ … https: / / _. _ / _'],0,0
['President Uhuru Republic of kenya started an ambitious project called the Kenya Affordable Caparison Project. Through this projec … hypertext transfer protocol: / / deoxythymidine monophosphate. conscientious objector / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s deputy sheriff be busy get around the nation establish projects in an effort that was largely meet as … https: / / t. co / s7HjfPpzbv'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from atomic number 2 t … https: / / mt. co / LcKCZflqiz'],1,0
['President Uhuru Kenya started an _ project _ the Kenya _ Housing _. Through _ _ … _: / / _. co / _'],1,0
"[""ODM Leader Raila Odinga ' s project launched on madaraka day not a fevour but in coalition of 2013 on county contri … http: / / deoxythymidine monophosphate. co / 3HV17xUeTU""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from HE t … hypertext transfer protocol: / / t. atomic number 27 / LcKCZflqiz'],1,0
['Uhuru Kenyatta ’ s lieutenant was meddlesome going around the country launching project in an elbow grease that be largely discover as … https: / / t. co / s7HjfPpzbv'],0,0
['Uhuru Kenyatta ’ s deputy sheriff be busy go around the country launching projects in an effort that was mostly seen as … https: / / t. co / s7HjfPpzbv'],0,0
"[""One of _ Uhuru _ ' s mega projects, the _ _, taking shape _ _ _ _: / / _. co / ebz4wLy1cH""]",1,0
['None of the project launched or mention during the Madaraka period are owned by operating theater meant to service Kisumu county … http: / / t. carbon monoxide gas / JhYrJKa3Jz'],0,0
"[""_ of President Uhuru Kenyatta ' s mega projects, _ _ _, taking _ day by _ _: / / t. _ / _""]",1,0
"[""One of President Uhuru Kenyatta ' s mega projects, the Nairobi Expressway, take form day by day https: / / deoxythymidine monophosphate. centennial state / ebz4wLy1cH""]",1,0
['Chief executive Uhuru Republic of kenya depart an challenging project called the Kenya Affordable Trapping Project. Through with this projec … https: / / mt. atomic number 27 / xnA3SSRSqo'],1,0
['Chief executive Uhuru Republic of kenya originate an challenging task called the Kenya Affordable Living accommodations Project. Through this projec … hypertext transfer protocol: / / t. co / xnA3SSRSqo'],1,0
"[""One of _ Uhuru _ ' _ mega projects, the _ Expressway, _ shape day _ day _: / / _. _ / ebz4wLy1cH""]",1,0
['_ _ Kenya started an _ _ called _ Kenya _ Housing _. Through this projec _ https: / / _. co / xnA3SSRSqo'],1,0
['None of the project launched or mention during the Madaraka flow are own by or meant to serve well Kisumu county … https: / / tonne. carbon monoxide gas / JhYrJKa3Jz'],0,0
['@ _ @ Riverlineridges @ _ @ StateHouseKenya # _ the _ _ a nod _ _ t _ https: / / t. co / _'],1,0
['None _ _ _ launched _ mentioned during the Madaraka _ _ owned by _ meant to serve Kisumu county … _: / / _. co / JhYrJKa3Jz'],0,0
['None of _ projects launched _ mentioned during _ _ period _ owned by or meant _ _ Kisumu county _ https: / / t. co / _'],0,0
['President Uhuru Kenya _ an _ _ _ the _ _ _ Project. _ this projec … https: / / t. _ / xnA3SSRSqo'],1,0
"['Govt apportion Sh310bn to complete infrastructural projects: capital of kenya, Kenya June 10 - The politics induce set digression … https: / / tetraiodothyronine. co / 2bybgVKlqN']",1,0
"['_ _ Sh310bn to _ _ projects: _, Kenya June 10 - _ government _ set aside … _: / / _. co / 2bybgVKlqN']",1,0
['@ _ @ _ @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE _ _ Got a nod _ _ t _ https: / / _. co / _'],1,0
"[""_ _ _ Uhuru Kenyatta ' s mega _, _ Nairobi _, taking _ day _ day _: / / t. co / ebz4wLy1cH""]",1,0
"[""ODM Leader Raila Odinga ' siemens undertaking launch on madaraka day not a fevour merely in alignment of 2013 on county contri … https: / / tetraiodothyronine. co / 3HV17xUeTU""]",1,0
['None _ _ _ launched or mentioned during the Madaraka _ _ owned by _ meant _ _ Kisumu county … https: / / _. co / JhYrJKa3Jz'],0,0
['None of the projection launched or bring up during the Madaraka menstruation exist owned by beaver state mean to serve Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
['@ _ @ Riverlineridges @ PSCharlesHinga @ _ # _ the Project _ a nod from _ _ … https: / / _. _ / _'],1,0
"[""_ of President _ _ ' _ mega projects, _ Nairobi Expressway, taking shape day _ day _: / / t. _ / _""]",1,0
['President Uhuru Kenya started _ _ _ _ _ _ _ Housing Project. Through _ _ … https: / / t. co / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ _ _ _ busy going around the _ _ projects in an effort _ _ _ seen as … https: / / _. co / _'],0,0
['@ J_Ladiva @ _ @ _ @ _ # RiverlineRidgesRuiruKE the Project _ _ _ from HE t … _: / / _. _ / LcKCZflqiz'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from helium t … hypertext transfer protocol: / / liothyronine. colorado / LcKCZflqiz'],1,0
['President of the united states Uhuru Republic of kenya begin an ambitious project prognosticate the Kenya Affordable Trapping Projection. Through this projec … https: / / t. cobalt / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s deputy was busy going around the state plunge labor in an effort that exist largely seen as … http: / / t. co / s7HjfPpzbv'],0,0
"[""Peerless of President Uhuru Kenyatta ' mho mega projects, the Nairobi Expressway, taking configuration twenty four hours by clarence day https: / / t. atomic number 27 / ebz4wLy1cH""]",1,0
['President of the united states Uhuru Republic of kenya get an ambitious project called the Kenya Affordable Caparison Project. Done this projec … http: / / t. co / xnA3SSRSqo'],1,0
['@ _ @ _ @ _ @ StateHouseKenya # _ the _ Got a _ _ _ t … https: / / _. co / LcKCZflqiz'],1,0
['_ _ _ _ launched or mentioned during the Madaraka _ are owned by or meant to serve _ county … _: / / _. co / _'],0,0
['President _ Kenya started an _ project _ the _ _ Housing Project. _ _ projec _ https: / / t. co / _'],1,0
['Uhuru _ ’ s deputy was _ _ around _ _ launching projects in an effort _ was _ _ as _ https: / / t. co / _'],0,0
"[""Ane of President Uhuru Kenyatta ' mho mega projection, the Capital of kenya Expressway, taking shape day by day http: / / t. conscientious objector / ebz4wLy1cH""]",1,0
"[""One of _ _ Kenyatta ' _ mega _, the _ _, taking shape day by day https: / / _. _ / _""]",1,0
"['Govt allocates Sh310bn to complete infrastructural projects: capital of kenya, Republic of kenya June x - The administration has set aside … https: / / t. colorado / 2bybgVKlqN']",1,0
"['_ allocates _ to complete infrastructural projects: _, Kenya _ 10 - _ government has set _ … https: / / _. _ / _']",1,0
['Chief executive Uhuru Republic of kenya start an ambitious project holler the Republic of kenya Affordable Housing Project. Through this projec … hypertext transfer protocol: / / tetraiodothyronine. co / xnA3SSRSqo'],1,0
['President Uhuru _ _ _ _ _ _ the Kenya Affordable Housing Project. Through this projec _ https: / / _. co / _'],1,0
['President Uhuru Republic of kenya started an challenging undertaking called the Kenya Affordable Housing Task. Through this projec … https: / / triiodothyronine. atomic number 27 / xnA3SSRSqo'],1,0
['President Uhuru _ _ _ _ _ called _ Kenya _ Housing Project. Through this _ … https: / / _. co / xnA3SSRSqo'],1,0
"[""Ane of President Uhuru Kenyatta ' s mega projects, the Nairobi Throughway, postulate form day by day https: / / metric ton. co / ebz4wLy1cH""]",1,0
['@ _ @ _ @ _ @ StateHouseKenya # RiverlineRidgesRuiruKE the Project _ a _ _ _ t … _: / / t. co / _'],1,0
"[""One of President Uhuru Kenyatta ' _ _ _, the _ Expressway, _ shape day by _ _: / / _. co / _""]",1,0
"['_ allocates Sh310bn _ _ infrastructural _: _, Kenya _ 10 - _ government has _ aside … _: / / t. co / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ _ @ _ # RiverlineRidgesRuiruKE _ Project Got _ _ _ HE t _ _: / / _. co / LcKCZflqiz'],1,0
['President _ Kenya _ an _ _ called the Kenya _ Housing Project. _ _ projec _ https: / / t. co / _'],1,0
"[""One of Chair Uhuru Kenyatta ' s mega projects, the Capital of kenya Expressway, submit form day by daytime https: / / t. co / ebz4wLy1cH""]",1,0
['Uhuru Kenyatta ’ s deputy was officious going around the country launching projection in an drive that be largely seen as … https: / / t. conscientious objector / s7HjfPpzbv'],0,0
['Uhuru Kenyatta _ s _ was busy going around _ country _ projects _ an _ that was largely _ _ … https: / / _. _ / s7HjfPpzbv'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from helium t … hypertext transfer protocol: / / t. cobalt / LcKCZflqiz'],1,0
"['Govt apportion Sh310bn to complete infrastructural projects: capital of kenya, Kenya June tenner - The government has put excursus … https: / / t. atomic number 27 / 2bybgVKlqN']",1,0
['None of the project launched or mentioned during the Madaraka menses are own by or meant to serve Kisumu county … hypertext transfer protocol: / / t. co / JhYrJKa3Jz'],0,0
['@ _ @ Riverlineridges @ PSCharlesHinga @ _ # RiverlineRidgesRuiruKE the _ Got _ nod _ _ _ … _: / / t. co / _'],1,0
"[""One of Prexy Uhuru Kenyatta ' due south mega projects, the Nairobi Superhighway, take shape daylight by day https: / / metric ton. co / ebz4wLy1cH""]",1,0
"[""ODM Leader Raila Odinga ' s project launched on madaraka day non a fevour but in alignment of 2013 on county contri … https: / / t. colorado / 3HV17xUeTU""]",1,0
['_ of _ projects _ or mentioned _ the Madaraka _ are owned _ or meant to _ Kisumu _ … https: / / t. co / _'],0,0
['President Uhuru _ _ _ ambitious project called _ Kenya Affordable _ _. Through this _ … https: / / t. _ / _'],1,0
['Prexy Uhuru Republic of kenya set out an challenging project holler the Kenya Affordable Housing Labor. Through this projec … https: / / triiodothyronine. co / xnA3SSRSqo'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Projection Got a nod from HE t … http: / / deoxythymidine monophosphate. cobalt / LcKCZflqiz'],1,0
"['Govt allocates Sh310bn to dispatch infrastructural projects: NAIROBI, Kenya June decade - The government let typeset away … https: / / tonne. carbon monoxide gas / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Undertaking Got a nod from HE t … https: / / t. co / LcKCZflqiz'],1,0
"['Govt _ _ _ _ infrastructural projects: NAIROBI, _ June 10 - _ government has set aside … _: / / t. _ / _']",1,0
['None of _ projects launched _ _ _ the _ period _ owned by or meant _ serve Kisumu county _ https: / / t. _ / JhYrJKa3Jz'],0,0
['Chair Uhuru Republic of kenya commence an ambitious project called the Kenya Affordable Housing Projection. Done this projec … https: / / deoxythymidine monophosphate. co / xnA3SSRSqo'],1,0
"['Govt allocates Sh310bn to complete infrastructural projects: NAIROBI, Kenya June tenner - The government has coiffure aside … hypertext transfer protocol: / / tetraiodothyronine. cobalt / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ s surrogate was fussy going around the rural area found undertaking in an effort that was mostly see as … https: / / thymine. co / s7HjfPpzbv'],0,0
"['Govt apportion Sh310bn to complete infrastructural projects: NAIROBI, Republic of kenya June 10 - The government has set by … hypertext transfer protocol: / / tetraiodothyronine. co / 2bybgVKlqN']",1,0
['@ _ @ _ @ _ @ StateHouseKenya # _ the Project Got a nod from _ t _ https: / / _. _ / _'],1,0
['Uhuru Kenyatta ’ _ _ was _ going _ _ country launching _ in an effort _ _ largely seen _ … https: / / _. co / s7HjfPpzbv'],0,0
"['Govt _ Sh310bn to complete _ projects: _, _ June _ - The government _ _ aside _ https: / / t. _ / 2bybgVKlqN']",1,0
"[""ODM Leader _ _ ' _ _ _ _ _ day not a fevour but in alignment of 2013 on counties contri _ _: / / _. co / 3HV17xUeTU""]",1,0
['_ Kenyatta _ _ deputy was busy _ around _ country _ _ _ an effort that was largely _ _ … https: / / t. co / s7HjfPpzbv'],0,0
"[""One of _ Uhuru Kenyatta ' s _ projects, _ Nairobi _, _ _ _ by day https: / / t. _ / _""]",1,0
"['_ allocates _ to complete infrastructural projects: NAIROBI, _ _ _ - _ government has set _ _ https: / / _. co / 2bybgVKlqN']",1,0
['None of the projects launched or mentioned _ _ _ _ are _ by or meant _ serve Kisumu _ _ https: / / _. co / JhYrJKa3Jz'],0,0
"[""One of Chairman Uhuru Kenyatta ' s mega projects, the Capital of kenya Expressway, taking shape daylight by 24 hour interval https: / / liothyronine. co / ebz4wLy1cH""]",1,0
['@ _ @ _ @ PSCharlesHinga @ _ # _ the Project Got _ _ _ HE t … https: / / _. co / _'],1,0
['_ of the projects _ or mentioned during the Madaraka period are owned _ or _ to serve Kisumu _ _ _: / / t. _ / _'],0,0
"[""One _ _ Uhuru _ ' s _ projects, the _ Expressway, _ _ _ by day _: / / t. co / ebz4wLy1cH""]",1,0
"[""One _ President Uhuru Kenyatta ' _ mega projects, _ Nairobi _, taking _ _ by day _: / / _. _ / ebz4wLy1cH""]",1,0
"['Govt apportion Sh310bn to complete infrastructural projects: NAIROBI, Kenya June x - The politics has fix aside … hypertext transfer protocol: / / thyroxine. cobalt / 2bybgVKlqN']",1,0
"['Govt _ Sh310bn to complete infrastructural projects: _, _ _ _ - _ government has set aside _ _: / / t. _ / 2bybgVKlqN']",1,0
"['Govt allocates _ to _ _ _: NAIROBI, Kenya _ 10 - The _ has set _ … _: / / t. co / _']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Labor Got a nod from HE t … hypertext transfer protocol: / / thymine. co / LcKCZflqiz'],1,0
"[""One of President Uhuru Kenyatta ' s mega projects, the Capital of kenya Expressway, take shape twenty four hours by day https: / / t. co / ebz4wLy1cH""]",1,0
"[""ODM _ Raila _ ' s _ launched _ madaraka day not a fevour _ in alignment of 2013 on counties contri _ _: / / _. _ / _""]",1,0
['President Uhuru _ _ an _ project _ the Kenya _ _ Project. _ this projec … _: / / t. _ / xnA3SSRSqo'],1,0
"['Govt _ Sh310bn to complete infrastructural projects: _, _ _ 10 - _ _ _ _ aside … https: / / _. co / 2bybgVKlqN']",1,0
"[""_ of President Uhuru _ ' s mega _, _ Nairobi _, taking shape _ by _ _: / / t. _ / ebz4wLy1cH""]",1,0
['@ _ @ _ @ _ @ StateHouseKenya # _ the _ Got a nod from HE _ _ _: / / t. co / _'],1,0
['@ _ @ Riverlineridges @ _ @ StateHouseKenya # RiverlineRidgesRuiruKE _ _ Got a nod _ HE t _ https: / / _. _ / _'],1,0
"[""ODM Drawing card Raila Odinga ' second labor launched on madaraka day non a fevour merely in coalition of 2013 on county contri … https: / / t. co / 3HV17xUeTU""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Projection Got a nod from atomic number 2 t … hypertext transfer protocol: / / mt. conscientious objector / LcKCZflqiz'],1,0
['@ _ @ Riverlineridges @ PSCharlesHinga @ _ # _ the Project Got a _ from _ t … _: / / _. _ / _'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Labor Got a nod from HE t … https: / / liothyronine. co / LcKCZflqiz'],1,0
['_ of the projects _ _ mentioned during the _ _ are _ _ _ meant to serve Kisumu _ … https: / / t. co / JhYrJKa3Jz'],0,0
['None of _ projects _ or mentioned during the Madaraka period _ owned by _ meant to _ Kisumu _ _ https: / / t. _ / _'],0,0
['@ J_Ladiva @ _ @ _ @ _ # _ _ Project _ a nod from _ t … _: / / _. co / LcKCZflqiz'],1,0
"[""_ of President _ _ ' _ mega projects, _ Nairobi Expressway, taking _ _ _ day https: / / t. co / _""]",1,0
"[""ODM Drawing card Raila Odinga ' sulphur project launched on madaraka day not a fevour merely in alinement of 2013 on counties contri … https: / / t. conscientious objector / 3HV17xUeTU""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Labor Got a nod from HE t … hypertext transfer protocol: / / t. conscientious objector / LcKCZflqiz'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Labor Got a nod from helium t … https: / / mt. co / LcKCZflqiz'],1,0
"['Govt _ Sh310bn to complete _ _: NAIROBI, Kenya _ _ - The government _ set aside _ https: / / _. _ / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ s deputy was busy going around the country launch projects in an effort that make up mostly seen as … http: / / thyroxine. conscientious objector / s7HjfPpzbv'],0,0
['None of the project launched beaver state mentioned during the Madaraka menstruum be owned by or mean to serve Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
"[""_ of _ Uhuru Kenyatta ' _ mega projects, _ Nairobi _, taking _ day _ _ https: / / t. co / _""]",1,0
"['Govt allocates Sh310bn to complete infrastructural _: _, _ June 10 - The _ _ _ _ _ https: / / t. _ / 2bybgVKlqN']",1,0
"[""ODM Leader Raila Odinga ' south undertaking launch on madaraka day not a fevour but in alignment of 2013 on county contri … hypertext transfer protocol: / / t. co / 3HV17xUeTU""]",1,0
['President Uhuru _ _ an _ project called _ Kenya Affordable Housing _. _ _ _ … https: / / _. co / xnA3SSRSqo'],1,0
['@ _ @ _ @ PSCharlesHinga @ _ # RiverlineRidgesRuiruKE the Project _ a nod from HE _ … _: / / _. _ / _'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from helium t … hypertext transfer protocol: / / t. co / LcKCZflqiz'],1,0
"[""Unrivaled of President Uhuru Kenyatta ' sulphur mega project, the Capital of kenya Expressway, take shape day by mean solar day https: / / thyroxine. co / ebz4wLy1cH""]",1,0
['President Uhuru Republic of kenya started an ambitious project prognosticate the Republic of kenya Affordable Living accommodations Projection. Through this projec … https: / / t. atomic number 27 / xnA3SSRSqo'],1,0
['@ J_Ladiva @ _ @ PSCharlesHinga @ _ # RiverlineRidgesRuiruKE _ Project Got _ nod from _ _ … _: / / _. _ / LcKCZflqiz'],1,0
"[""ODM Leader Raila Odinga ' s project _ _ madaraka day not a fevour _ _ _ of _ on _ contri … https: / / _. _ / _""]",1,0
"[""_ of President _ _ ' s _ _, the _ _, _ shape day by day _: / / t. co / ebz4wLy1cH""]",1,0
['Uhuru Kenyatta ’ s surrogate was busy conk around the country launch projects in an effort that be largely fancy as … https: / / t. co / s7HjfPpzbv'],0,0
['Chief executive Uhuru Republic of kenya part an challenging project called the Republic of kenya Affordable Lodging Project. Through this projec … https: / / tetraiodothyronine. colorado / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s surrogate was fussy going around the country launching task in an exploit that be largely see as … https: / / deoxythymidine monophosphate. colorado / s7HjfPpzbv'],0,0
['Uhuru Kenyatta ’ s deputy _ busy going around _ country launching _ _ _ _ _ _ _ seen as … https: / / t. _ / s7HjfPpzbv'],0,0
['@ _ @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE _ Project Got _ _ _ HE _ … _: / / t. _ / _'],1,0
['Uhuru Kenyatta ’ s deputy was fussy going around the commonwealth plunge project in an campaign that comprise largely seen as … https: / / t. co / s7HjfPpzbv'],0,0
['Chief executive Uhuru Kenya lead off an challenging undertaking scream the Kenya Affordable Lodging Projection. Through with this projec … https: / / t. co / xnA3SSRSqo'],1,0
['Uhuru Kenyatta _ s _ _ _ going around the country launching _ _ _ effort that was _ seen as _ https: / / _. co / s7HjfPpzbv'],0,0
['Uhuru Kenyatta ’ _ _ was busy going around _ _ _ projects in _ effort _ _ largely _ as … _: / / t. co / s7HjfPpzbv'],0,0
"[""_ of President _ Kenyatta ' s mega _, _ Nairobi _, _ shape _ by day https: / / _. _ / ebz4wLy1cH""]",1,0
"['Govt allocates Sh310bn _ complete infrastructural projects: NAIROBI, _ _ _ - The government _ _ aside _ https: / / _. co / _']",1,0
"[""ODM Leader Raila Odinga ' s project launched on madaraka _ not _ _ but _ alignment _ _ _ _ contri … https: / / _. _ / 3HV17xUeTU""]",1,0
['@ _ @ _ @ _ @ StateHouseKenya # _ _ Project Got _ nod from HE _ _ https: / / t. _ / LcKCZflqiz'],1,0
"[""One _ _ _ Kenyatta ' s mega _, the _ _, _ shape _ by day _: / / t. co / ebz4wLy1cH""]",1,0
"[""Unity of United states president Uhuru Kenyatta ' s mega projects, the Nairobi Expressway, take shape sidereal day by day http: / / thyroxin. colorado / ebz4wLy1cH""]",1,0
['President Uhuru Kenya started _ _ project _ _ Kenya Affordable _ Project. _ this projec _ https: / / t. _ / _'],1,0
['@ J_Ladiva @ _ @ _ @ _ # RiverlineRidgesRuiruKE the _ Got a _ from _ _ _ _: / / t. co / LcKCZflqiz'],1,0
"['Govt apportion Sh310bn to complete infrastructural projects: capital of kenya, Kenya June 10 - The governing has specify aside … https: / / t. co / 2bybgVKlqN']",1,0
['President Uhuru _ started an ambitious project _ the _ _ _ Project. Through this _ _ https: / / t. _ / _'],1,0
"['Govt allocates _ to _ infrastructural projects: _, Kenya _ _ - The government _ set _ _ _: / / t. co / 2bybgVKlqN']",1,0
"[""ODM Leader Raila Odinga ' s undertaking found on madaraka day non a fevour but in alliance of 2013 on counties contri … https: / / thyroxin. atomic number 27 / 3HV17xUeTU""]",1,0
['_ Kenyatta ’ s _ _ busy going around the country launching _ _ an _ that was largely seen _ _ _: / / _. co / s7HjfPpzbv'],0,0
['None of the projects launch oregon refer during the Madaraka period are owned by operating room meant to answer Kisumu county … hypertext transfer protocol: / / t. co / JhYrJKa3Jz'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Undertaking Got a nod from HE t … https: / / deoxythymidine monophosphate. co / LcKCZflqiz'],1,0
['@ J_Ladiva @ _ @ _ @ _ # RiverlineRidgesRuiruKE the _ Got a _ _ _ t … _: / / t. co / _'],1,0
['President Uhuru Kenya _ an ambitious _ _ _ _ Affordable _ _. Through _ projec … https: / / _. co / xnA3SSRSqo'],1,0
['President _ _ _ _ ambitious project _ _ _ Affordable Housing _. Through this projec … _: / / t. co / xnA3SSRSqo'],1,0
"[""One of _ Uhuru _ ' s _ _, the Nairobi _, _ _ day by day _: / / _. co / ebz4wLy1cH""]",1,0
['_ _ the _ launched _ _ during the Madaraka period are owned by or meant to serve _ county _ https: / / _. co / _'],0,0
['None of the projects launched or mentioned during _ _ period are _ by _ _ _ serve Kisumu _ _ https: / / t. co / _'],0,0
"[""ODM Leader Raila Odinga ' s project launch on madaraka day not a fevour simply in coalition of 2013 on county contri … https: / / t. carbon monoxide / 3HV17xUeTU""]",1,0
['Chief executive Uhuru Kenya start an ambitious project holler the Kenya Affordable Caparison Project. Through this projec … hypertext transfer protocol: / / t. colorado / xnA3SSRSqo'],1,0
"[""One of Chairman Uhuru Kenyatta ' s mega projects, the Capital of kenya Expressway, consider shape clarence shepard day jr. by day https: / / tonne. carbon monoxide / ebz4wLy1cH""]",1,0
"['_ _ _ to complete infrastructural projects: _, _ _ 10 - The _ has _ aside … _: / / t. co / 2bybgVKlqN']",1,0
"['Govt allocate Sh310bn to fill out infrastructural project: capital of kenya, Kenya June 10 - The government has set aside … https: / / tetraiodothyronine. centennial state / 2bybgVKlqN']",1,0
"[""ODM Leader Raila Odinga ' _ _ launched _ madaraka day not _ fevour _ _ alignment of _ _ counties contri … https: / / _. co / _""]",1,0
['None of the projects launched beaver state advert during the Madaraka period be owned by surgery entail to attend to Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
['@ _ @ _ @ _ @ _ # _ the _ Got a _ from _ t … https: / / _. co / LcKCZflqiz'],1,0
"[""_ _ _ _ Kenyatta ' s _ projects, the Nairobi Expressway, taking _ _ by _ https: / / t. co / _""]",1,0
"[""One of President Uhuru Kenyatta ' s mega projects, the Capital of kenya Expressway, take shape solar day by clarence shepard day jr. http: / / tonne. carbon monoxide / ebz4wLy1cH""]",1,0
"[""One of President Uhuru Kenyatta ' s mega projects, the Capital of kenya Expressway, claim frame day by 24 hour interval https: / / thymine. co / ebz4wLy1cH""]",1,0
['None of the _ launched or _ _ the _ period are _ _ _ meant to serve _ _ … https: / / t. co / JhYrJKa3Jz'],0,0
"[""One of President of the united states Uhuru Kenyatta ' s mega projects, the Capital of kenya Pike, strike shape daytime by day https: / / t. co / ebz4wLy1cH""]",1,0
"['_ allocates Sh310bn _ _ infrastructural projects: _, Kenya _ 10 - The _ _ _ aside _ https: / / t. co / 2bybgVKlqN']",1,0
"[""ODM Loss leader Raila Odinga ' mho project launched on madaraka day not a fevour but in alignment of 2013 on county contri … http: / / thyroxine. conscientious objector / 3HV17xUeTU""]",1,0
"[""_ _ President Uhuru _ ' s _ _, the _ Expressway, taking shape day by _ _: / / _. co / ebz4wLy1cH""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Undertaking Got a nod from helium t … hypertext transfer protocol: / / t. co / LcKCZflqiz'],1,0
['Uhuru Kenyatta ’ s deputy was busy go around the country launching undertaking in an effort that was largely figure as … http: / / t. co / s7HjfPpzbv'],0,0
"['_ allocates Sh310bn _ complete infrastructural _: NAIROBI, Kenya _ 10 - _ government _ _ aside _ _: / / t. co / 2bybgVKlqN']",1,0
"['Govt allocates _ to complete _ _: NAIROBI, Kenya June 10 - The _ _ _ aside … https: / / _. _ / _']",1,0
